ticker,ticker_name,market_product_category,type_33,type_17,dividendRate,dividendYield,fiveYearAvgDividendYield,payoutRatio,MarketCap,totalRevenue,ROE
5445.T,東京鐵鋼,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,240.0,7.38,2.75,27.14,28791758848.0,79229001728.0,0.08
5446.T,北越メタル,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,60.0,3.74,2.98,32.27,6202198528.0,31040999424.0,0.06
5449.T,大阪製鐵,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,22.5,1.64,1.82,30.16,53553643520.0,117140996096.0,0.02
5451.T,淀川製鋼所,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,111.0,3.42,3.52,30.33,94408826880.0,220313993216.0,0.06
5458.T,高砂鐵工,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,70.0,8.47,3.12,20.08,2522520064.0,12236000256.0,0.13
5461.T,中部鋼鈑,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,83.0,4.42,0.0,23.83,52887179264.0,76319997952.0,0.12
5463.T,丸一鋼管,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,110.0,3.42,2.84,36.13,255591448576.0,273415995392.0,0.08
5464.T,モリ工業,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,130.0,3.81,3.69,26.42,26404909056.0,48711999488.0,0.11
5471.T,大同特殊鋼,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,260.0,4.37,2.71,26.91,252770992128.0,578563997696.0,0.1
5476.T,日本高周波鋼業,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,10.0,2.73,0.0,0.0,5261360640.0,44551000064.0,-0.01
5480.T,日本冶金工業,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,200.0,4.77,3.21,15.19,60260052992.0,199323992064.0,0.28
5481.T,山陽特殊製鋼,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,100.0,3.61,0.0,26.27,149020033024.0,393843015680.0,0.1
5482.T,愛知製鋼,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,60.0,1.92,2.72,36.74,62635765760.0,285141008384.0,0.01
5484.T,東北特殊鋼,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,20.0,1.12,1.6,22.22,13326152704.0,21557000192.0,0.04
5491.T,日本金属,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,10.0,1.05,0.0,0.0,6326132224.0,52565999616.0,0.04
5525.T,フロンティアホールディングス,PRO Market,不動産業,不動産 ,15.0,1.18,0.0,0.0,3764669952.0,7918000128.0,0.3
5526.T,ＬＵＭＢＥＲ　ＯＮＥ,PRO Market,不動産業,不動産 ,86.0,5.73,0.0,0.0,3000000000.0,13109000192.0,0.0
5527.T,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,不動産業,不動産 ,0.0,0.0,0.0,0.0,8781162496.0,38795001856.0,0.29
5528.T,フロンティアハウス,PRO Market,不動産業,不動産 ,0.0,0.0,0.0,0.0,1500000000.0,0.0,0.0
5529.T,Ｎｏ．１都市開発,PRO Market,不動産業,不動産 ,0.0,0.0,0.0,0.0,778800000.0,581000000.0,0.0
5531.T,中山不動産,PRO Market,不動産業,不動産 ,0.0,0.0,0.0,0.0,242000000.0,0.0,0.0
5532.T,リアルゲイト,グロース（内国株式）,不動産業,不動産 ,0.0,0.0,0.0,0.0,5016929792.0,0.0,0.0
5533.T,エリッツホールディングス,スタンダード（内国株式）,不動産業,不動産 ,56.0,1.26,0.0,0.0,9993178112.0,4864000000.0,0.13
5541.T,大平洋金属,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,0.0,0.0,0.0,99.4,30267103232.0,34851999744.0,-0.07
5542.T,新報国マテリアル,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,30.0,2.34,2.68,24.45,4150645504.0,5341000192.0,0.27
5563.T,新日本電工,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,7.0,2.46,0.0,49.02,35788161024.0,80295002112.0,0.08
5570.T,ジェノバ,グロース（内国株式）,情報・通信業,情報通信・サービスその他 ,3.0,0.24,0.0,0.0,18297354240.0,0.0,0.0
5571.T,エキサイトホールディングス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,5312463872.0,7533000192.0,0.26
5572.T,Ｒｉｄｇｅ－ｉ,グロース（内国株式）,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,9223530496.0,0.0,0.0
5573.T,働楽ホールディングス,PRO Market,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,935000000.0,3068000000.0,0.2
5574.T,ＡＢＥＪＡ,グロース（内国株式）,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,54589984768.0,0.0,0.0
5575.T,Ｇｌｏｂｅｅ,グロース（内国株式）,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,15914808320.0,0.0,0.0
5576.T,オービーシステム,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,5139189248.0,0.0,0.0
5577.T,アイデミー,グロース（内国株式）,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,12180532224.0,0.0,0.0
5578.T,ＡＲアドバンストテクノロジ,グロース（内国株式）,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,10718878720.0,8768000000.0,0.28
5580.T,プロディライト,グロース（内国株式）,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,2679791360.0,0.0,0.0
5581.T,カイテクノロジー,PRO Market,情報・通信業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,949200000.0,0.0,0.0
5602.T,栗本鐵工所,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,90.0,3.94,3.87,23.24,28191621120.0,124827000832.0,0.07
5603.T,虹技,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,100.0,8.2,3.36,24.59,3956554752.0,26726000640.0,0.04
5609.T,日本鋳造,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,60.0,6.19,3.45,25.71,4638023168.0,14810999808.0,0.05
5610.T,大和重工,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,0.0,0.0,0.0,0.0,1058474048.0,3944999936.0,0.03
5612.T,日本鋳鉄管,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,66.0,6.14,0.0,29.26,3463700224.0,17287999488.0,0.04
5631.T,日本製鋼所,プライム（内国株式）,機械,機械 ,58.0,1.94,2.06,35.64,219462483968.0,238721007616.0,0.08
5632.T,三菱製鋼,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,70.0,4.87,0.0,35.06,22327478272.0,170536992768.0,0.05
5644.T,メタルアート,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,90.0,2.65,2.5,10.23,10021363712.0,44238000128.0,0.14
5658.T,日亜鋼業,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,10.0,3.13,2.58,36.31,15341690880.0,34075000832.0,0.03
5659.T,日本精線,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,210.0,4.32,3.61,41.73,29774696448.0,49054998528.0,0.09
5660.T,神鋼鋼線工業,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,30.0,3.09,3.62,31.94,5621361152.0,31280001024.0,0.04
5695.T,パウダーテック,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,180.0,7.35,3.43,42.59,7155787776.0,8833999872.0,0.04
5697.T,サンユウ,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,28.0,5.26,3.64,25.99,3294214400.0,23935000576.0,0.08
5698.T,エンビプロ・ホールディングス,プライム（内国株式）,鉄鋼,鉄鋼・非鉄 ,39.0,7.2,2.3,35.85,15897814016.0,52067000320.0,0.14
5699.T,イボキン,スタンダード（内国株式）,鉄鋼,鉄鋼・非鉄 ,22.5,1.79,0.0,24.64,4072906752.0,7456000000.0,0.08
5702.T,大紀アルミニウム工業所,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,60.0,4.1,3.48,25.37,59430662144.0,273033003008.0,0.15
5703.T,日本軽金属ホールディングス,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,80.0,5.49,4.46,42.98,90222977024.0,516953997312.0,0.03
5704.T,ＪＭＣ,グロース（内国株式）,非鉄金属,鉄鋼・非鉄 ,0.0,0.0,0.0,0.0,3442986240.0,3118000128.0,0.1
5706.T,三井金属鉱業,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,140.0,4.31,3.09,93.97,185013174272.0,651964973056.0,0.03
5707.T,東邦亜鉛,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,50.0,2.94,3.51,128.16,23151341568.0,145764007936.0,0.02
5711.T,三菱マテリアル,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,94.0,3.71,2.9,32.13,326057459712.0,1625932955648.0,0.04
5713.T,住友金属鉱山,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,54.0,1.18,3.43,35.08,1258698440704.0,1422988935168.0,0.1
5714.T,ＤＯＷＡホールディングス,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,110.0,2.44,2.37,24.95,269622886400.0,780060000256.0,0.09
5715.T,古河機械金属,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,100.0,6.57,4.54,30.87,58280280064.0,214189998080.0,0.06
5721.T,エス・サイエンス,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,0.0,0.0,0.0,0.0,3398208000.0,1360000000.0,-0.04
5724.T,アサカ理研,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,24.0,1.81,0.94,7.37,6564452352.0,8698999808.0,0.14
5726.T,大阪チタニウムテクノロジーズ,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,40.0,1.31,0.0,29.35,110027513856.0,43073998848.0,0.15
5727.T,東邦チタニウム,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,12.0,0.72,1.34,28.45,118501883904.0,80351002624.0,0.15
5729.T,日本精鉱,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,80.0,2.84,3.21,45.05,7006216192.0,15923000320.0,0.05
5741.T,ＵＡＣＪ,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,90.0,3.28,0.0,87.14,130535055360.0,962884993024.0,0.02
5742.T,エヌアイシ・オートテック,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,42.0,5.08,4.7,0.0,4440568320.0,6661000192.0,-0.03
5753.T,日本伸銅,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,10.0,0.49,0.67,1.85,4359344128.0,16216999936.0,-0.07
5757.T,ＣＫサンエツ,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,70.0,1.7,1.79,8.98,34334093312.0,123837997056.0,0.13
5759.T,日本電解,グロース（内国株式）,非鉄金属,鉄鋼・非鉄 ,0.0,0.0,0.0,0.0,17384914944.0,17047000064.0,-0.29
5781.T,東邦金属,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,0.0,0.0,0.0,0.0,3240941568.0,4871000064.0,0.09
5801.T,古河電気工業,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,140.0,5.48,3.05,31.44,180070137856.0,1066326032384.0,0.06
5802.T,住友電気工業,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,50.0,2.91,2.99,34.61,1328903618560.0,4005561106432.0,0.06
5803.T,フジクラ,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,45.0,3.82,0.0,10.67,323804954624.0,806452985856.0,0.16
5805.T,ＳＷＣＣ,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,80.0,4.13,1.51,14.16,57642184704.0,209111007232.0,0.15
5809.T,タツタ電線,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,18.0,2.55,3.19,57.43,43678744576.0,61475999744.0,0.02
5816.T,オーナンバ,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,24.0,2.4,2.71,12.38,11784635392.0,44852998144.0,0.12
5817.T,ＪＭＡＣＳ,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,20.0,3.54,2.84,22.7,2619462912.0,4431000064.0,0.01
5819.T,カナレ電気,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,44.0,3.25,2.19,22.29,9186137088.0,11564999680.0,0.07
5820.T,三ッ星,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,34.0,1.51,2.74,0.0,10303006720.0,9946000384.0,-0.01
5821.T,平河ヒューテック,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,36.0,2.3,2.08,17.11,22068307968.0,32224000000.0,0.09
5830.T,いよぎんホールディングス,プライム（内国株式）,銀行業,銀行 ,28.0,3.38,0.0,8.98,253676830720.0,151801004032.0,0.04
5831.T,しずおかフィナンシャルグループ,プライム（内国株式）,銀行業,銀行 ,49.0,4.68,0.0,16.48,584643248128.0,242739003392.0,0.05
5832.T,ちゅうぎんフィナンシャルグループ,プライム（内国株式）,銀行業,銀行 ,46.0,5.23,0.0,14.44,160957939712.0,149168996352.0,0.04
5834.T,ＳＢＩリーシングサービス,グロース（内国株式）,証券、商品先物取引業,金融（除く銀行） ,40.0,1.73,0.0,3.02,17956630528.0,39572000768.0,0.16
5838.T,楽天銀行,プライム（内国株式）,銀行業,銀行 ,0.0,0.0,0.0,0.0,329770991616.0,112615997440.0,0.12
5851.T,リョービ,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,50.0,2.42,3.51,37.04,71762296832.0,253737992192.0,0.03
5852.T,アーレスティ,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,20.0,2.94,3.15,0.0,17993269248.0,140938002432.0,-0.0
5856.T,エルアイイーエイチ,スタンダード（内国株式）,小売業,小売 ,3.0,5.66,2.69,43.57,3894560768.0,17916999680.0,-0.02
5857.T,アサヒホールディングス,プライム（内国株式）,非鉄金属,鉄鋼・非鉄 ,90.0,4.69,4.35,69.92,147384877056.0,292448993280.0,0.1
5858.T,ＳＴＧ,PRO Market,非鉄金属,鉄鋼・非鉄 ,30.0,0.92,0.0,10.26,2688399872.0,4684000256.0,0.18
5881.T,サンフェステ,PRO Market,小売業,小売 ,50.0,2.08,0.0,0.0,529540000.0,0.0,0.0
5883.T,ＧＴホールディングス,PRO Market,卸売業,商社・卸売 ,0.0,0.0,0.0,0.0,7454720000.0,25287000064.0,0.0
5884.T,クラダシ,グロース（内国株式）,小売業,小売 ,0.0,0.0,0.0,0.0,6996210176.0,0.0,0.0
5885.T,ジーデップ・アドバンス,スタンダード（内国株式）,卸売業,商社・卸売 ,0.0,0.0,0.0,0.0,16433999872.0,0.0,0.0
5886.T,ＯＯＫＡＢＥ　ＧＬＡＳＳ,PRO Market,卸売業,商社・卸売 ,0.0,0.0,0.0,0.0,1020046016.0,1224999936.0,0.14
5900.T,ダイケン,スタンダード（内国株式）,金属製品,建設・資材 ,30.0,3.33,2.42,26.25,4408701952.0,10704000000.0,0.03
5901.T,東洋製罐グループホールディングス,プライム（内国株式）,金属製品,建設・資材 ,90.0,4.31,2.34,155.95,383589842944.0,906024976384.0,0.02
5902.T,ホッカンホールディングス,プライム（内国株式）,金属製品,建設・資材 ,46.0,3.33,2.61,0.0,16858688512.0,93659996160.0,-0.03
5903.T,シンポ,スタンダード（内国株式）,金属製品,建設・資材 ,40.0,3.09,1.59,16.13,7323846144.0,6497999872.0,0.12
5905.T,日本製罐,スタンダード（内国株式）,金属製品,建設・資材 ,140.0,8.97,3.78,30.26,2094730880.0,10919000064.0,0.06
5906.T,エムケー精工,スタンダード（内国株式）,金属製品,建設・資材 ,16.0,4.27,2.35,12.51,5412581888.0,27327000576.0,0.09
5909.T,コロナ,スタンダード（内国株式）,金属製品,建設・資材 ,28.0,3.09,2.93,55.1,26438258688.0,85334999040.0,0.02
5911.T,横河ブリッジホールディングス,プライム（内国株式）,金属製品,建設・資材 ,90.0,3.56,2.46,31.09,105201999872.0,164968005632.0,0.1
5915.T,駒井ハルテック,プライム（内国株式）,金属製品,建設・資材 ,70.0,3.77,3.85,263.71,8824560640.0,39727001600.0,0.01
5918.T,瀧上工業,スタンダード（内国株式）,金属製品,建設・資材 ,100.0,1.21,1.77,21.54,17674371072.0,18616999936.0,0.03
5921.T,川岸工業,スタンダード（内国株式）,金属製品,建設・資材 ,160.0,5.35,3.92,22.81,8608633856.0,24000000000.0,0.04
5922.T,那須電機鉄工,スタンダード（内国株式）,金属製品,建設・資材 ,300.0,3.28,1.54,6.89,10742636544.0,22055999488.0,0.08
5923.T,高田機工,スタンダード（内国株式）,金属製品,建設・資材 ,100.0,3.69,3.46,61.02,5493136384.0,19117869056.0,0.08
5928.T,アルメタックス,スタンダード（内国株式）,金属製品,建設・資材 ,8.0,2.55,3.5,33.26,3269101568.0,10943480832.0,0.05
5929.T,三和ホールディングス,プライム（内国株式）,金属製品,建設・資材 ,58.0,3.14,2.88,38.84,410203848704.0,588158992384.0,0.15
5930.T,文化シヤッター,プライム（内国株式）,金属製品,建設・資材 ,42.0,3.87,3.37,39.9,66283102208.0,199178993664.0,0.1
5932.T,三協立山,プライム（内国株式）,金属製品,建設・資材 ,20.0,2.48,2.11,73.82,25459853312.0,365776994304.0,0.01
5933.T,アルインコ,プライム（内国株式）,金属製品,建設・資材 ,40.0,4.04,3.93,50.51,19528073216.0,60716998656.0,0.07
5935.T,元旦ビューティ工業,スタンダード（内国株式）,金属製品,建設・資材 ,65.0,3.04,1.1,6.93,8186443776.0,8455226880.0,0.19
5936.T,東洋シヤッター,スタンダード（内国株式）,金属製品,建設・資材 ,36.0,5.8,3.51,20.4,3990917632.0,20686999552.0,0.07
5938.T,ＬＩＸＩＬ,プライム（内国株式）,金属製品,建設・資材 ,90.0,5.02,3.69,153.66,521482567680.0,1495986995200.0,0.03
5939.T,大谷工業,スタンダード（内国株式）,金属製品,建設・資材 ,60.0,0.68,0.66,15.28,7293283840.0,7189000192.0,0.05
5940.T,不二サッシ,スタンダード（内国株式）,金属製品,建設・資材 ,2.0,2.38,1.7,0.0,10852167680.0,101700001792.0,0.02
5941.T,中西製作所,スタンダード（内国株式）,金属製品,建設・資材 ,65.0,3.83,3.25,28.66,10714029056.0,20193443840.0,0.06
5942.T,日本フイルコン,スタンダード（内国株式）,金属製品,建設・資材 ,16.0,3.43,2.74,27.82,9605246976.0,26964000768.0,0.06
5943.T,ノーリツ,プライム（内国株式）,金属製品,建設・資材 ,64.0,3.79,2.96,37.68,77306404864.0,221797007360.0,0.06
5945.T,天龍製鋸,スタンダード（内国株式）,金属製品,建設・資材 ,250.0,7.87,3.25,30.76,14599635968.0,13530000384.0,0.05
5946.T,長府製作所,プライム（内国株式）,金属製品,建設・資材 ,40.0,1.6,1.58,31.43,85392818176.0,50531999744.0,0.03
5947.T,リンナイ,プライム（内国株式）,金属製品,建設・資材 ,60.0,1.97,1.22,30.15,442071842816.0,425228992512.0,0.08
5949.T,ユニプレス,プライム（内国株式）,輸送用機器,自動車・輸送機 ,30.0,2.64,3.22,35.86,50291724288.0,304442015744.0,0.03
5950.T,日本パワーファスニング,スタンダード（内国株式）,金属製品,建設・資材 ,5.0,4.24,0.0,0.0,1858346112.0,5320999936.0,-0.01
5951.T,ダイニチ工業,スタンダード（内国株式）,金属製品,建設・資材 ,44.0,6.05,3.34,29.42,11944677376.0,21212000256.0,0.05
5952.T,アマテイ,スタンダード（内国株式）,金属製品,建設・資材 ,3.0,2.38,0.78,4.69,1494108032.0,5485000192.0,0.06
5955.T,ヤマシナ,スタンダード（内国株式）,金属製品,建設・資材 ,2.0,2.3,1.49,31.25,11475510272.0,11914000384.0,0.04
5956.T,トーソー,スタンダード（内国株式）,金属製品,建設・資材 ,10.0,1.85,1.99,23.51,4811494912.0,21297999872.0,0.03
5957.T,日東精工,プライム（内国株式）,金属製品,建設・資材 ,18.0,2.91,2.26,32.17,22355113984.0,45504999424.0,0.06
5958.T,三洋工業,スタンダード（内国株式）,金属製品,建設・資材 ,85.0,4.35,3.53,23.07,6688628736.0,28283000832.0,0.09
5959.T,岡部,プライム（内国株式）,金属製品,建設・資材 ,25.0,3.39,2.84,30.85,33806833664.0,77937000448.0,0.06
5962.T,浅香工業,スタンダード（内国株式）,その他製品,情報通信・サービスその他 ,60.0,4.26,2.44,26.4,1366965120.0,8561999872.0,0.06
5965.T,フジマック,スタンダード（内国株式）,金属製品,建設・資材 ,44.0,6.23,3.11,29.08,9292863488.0,33716000768.0,0.05
5966.T,京都機械工具,スタンダード（内国株式）,金属製品,建設・資材 ,70.0,3.33,3.53,28.7,5116733952.0,8396000256.0,0.05
5967.T,ＴＯＮＥ,スタンダード（内国株式）,金属製品,建設・資材 ,12.0,1.26,2.05,16.16,10928543744.0,6634999808.0,0.09
5969.T,ロブテックス,スタンダード（内国株式）,金属製品,建設・資材 ,60.0,4.76,3.51,17.81,2368116736.0,5950000128.0,0.07
5970.T,ジーテクト,プライム（内国株式）,金属製品,建設・資材 ,60.0,3.34,3.46,24.28,76041682944.0,314311999488.0,0.06
5971.T,共和工業所,スタンダード（内国株式）,金属製品,建設・資材 ,160.0,3.98,2.38,14.82,5459160064.0,13212999680.0,0.08
5973.T,トーアミ,スタンダード（内国株式）,金属製品,建設・資材 ,15.0,3.0,3.19,0.0,3048270592.0,15413999616.0,-0.01
5974.T,中国工業,スタンダード（内国株式）,金属製品,建設・資材 ,15.0,2.04,2.21,17.44,2400966656.0,13388999680.0,0.04
5975.T,東プレ,プライム（内国株式）,金属製品,建設・資材 ,40.0,2.49,2.6,15.73,81891885056.0,290416001024.0,0.05
5976.T,高周波熱錬,プライム（内国株式）,金属製品,建設・資材 ,48.0,4.89,3.27,303.34,36770197504.0,57523998720.0,0.01
5981.T,東京製綱,プライム（内国株式）,金属製品,建設・資材 ,75.0,6.49,0.0,12.31,18670319616.0,67135000576.0,0.12
5982.T,マルゼン,スタンダード（内国株式）,金属製品,建設・資材 ,70.0,3.32,1.93,40.28,34393374720.0,59067998208.0,0.07
5983.T,イワブチ,スタンダード（内国株式）,金属製品,建設・資材 ,200.0,3.72,3.78,27.35,5713839616.0,11082000384.0,0.04
5984.T,兼房,スタンダード（内国株式）,金属製品,建設・資材 ,41.0,5.72,2.98,30.49,10008143872.0,21119000576.0,0.05
5985.T,サンコール,プライム（内国株式）,金属製品,建設・資材 ,20.0,3.73,3.8,107.93,16024591360.0,53398999040.0,0.01
5986.T,モリテック　スチール,スタンダード（内国株式）,金属製品,建設・資材 ,3.0,1.04,1.81,24.63,6609445376.0,36333998080.0,-0.05
5987.T,オーネックス,スタンダード（内国株式）,金属製品,建設・資材 ,40.0,3.98,2.35,22.49,1664269952.0,5393999872.0,0.03
5988.T,パイオラックス,プライム（内国株式）,金属製品,建設・資材 ,92.0,4.2,2.66,100.86,74417340416.0,58422001664.0,0.03
5989.T,エイチワン,プライム（内国株式）,金属製品,建設・資材 ,24.0,2.93,3.6,0.0,23488288768.0,225510998016.0,-0.14
5990.T,スーパーツール,スタンダード（内国株式）,金属製品,建設・資材 ,70.0,3.57,3.1,43.17,4542520320.0,6981000192.0,0.04
5991.T,日本発條,プライム（内国株式）,金属製品,建設・資材 ,34.0,3.25,2.58,33.86,233425764352.0,693245968384.0,0.07
5992.T,中央発條,プライム（内国株式）,金属製品,建設・資材 ,16.0,2.31,4.18,93.36,17628338176.0,92766003200.0,0.01
5994.T,ファインシンター,スタンダード（内国株式）,金属製品,建設・資材 ,40.0,3.0,2.89,0.0,5667908608.0,39673999360.0,-0.13
5997.T,協立エアテック,スタンダード（内国株式）,金属製品,建設・資材 ,30.0,5.11,3.22,17.44,2862361600.0,10915000320.0,0.05
5998.T,アドバネクス,スタンダード（内国株式）,金属製品,建設・資材 ,20.0,2.0,0.0,0.0,4096044800.0,24628000768.0,0.01
6005.T,三浦工業,プライム（内国株式）,機械,機械 ,52.0,1.45,1.02,30.12,401002659840.0,158377000960.0,0.1
6013.T,タクマ,プライム（内国株式）,機械,機械 ,48.0,3.38,2.14,35.77,115532087296.0,142650998784.0,0.1
6016.T,ジャパンエンジンコーポレーション,スタンダード（内国株式）,輸送用機器,自動車・輸送機 ,70.0,1.74,2.29,8.89,11207628800.0,13164000256.0,0.09
6018.T,阪神内燃機工業,スタンダード（内国株式）,輸送用機器,自動車・輸送機 ,80.0,5.12,2.93,37.27,4947287552.0,9063999488.0,0.03
6022.T,赤阪鐵工所,スタンダード（内国株式）,機械,機械 ,30.0,1.52,1.83,35.09,2577125120.0,10695744512.0,0.04
6023.T,ダイハツディーゼル,スタンダード（内国株式）,輸送用機器,自動車・輸送機 ,47.0,5.93,3.13,29.99,23835199488.0,72112996352.0,0.07
6026.T,ＧＭＯ　ＴＥＣＨ,グロース（内国株式）,サービス業,情報通信・サービスその他 ,125.47,4.47,0.0,0.0,2941092096.0,5612000256.0,-0.72
6027.T,弁護士ドットコム,グロース（内国株式）,サービス業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,76144246784.0,8709999616.0,0.26
6028.T,テクノプロ・ホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他 ,94.0,3.03,2.09,56.23,328672018432.0,195334995968.0,0.22
6029.T,アトラグループ,スタンダード（内国株式）,サービス業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,1751824640.0,4600999936.0,-0.03
6030.T,アドベンチャー,グロース（内国株式）,サービス業,情報通信・サービスその他 ,42.0,0.44,0.28,7.9,72357019648.0,18973999104.0,0.2
6031.T,サイジニア,グロース（内国株式）,サービス業,情報通信・サービスその他 ,10.0,1.01,0.0,0.0,5087814144.0,2488999936.0,0.15
6032.T,インターワークス,スタンダード（内国株式）,サービス業,情報通信・サービスその他 ,30.0,8.98,6.01,678.73,3227869440.0,2246000128.0,0.0
6033.T,エクストリーム,グロース（内国株式）,サービス業,情報通信・サービスその他 ,53.0,4.13,1.68,13.02,7019926528.0,8816000000.0,0.2
6034.T,ＭＲＴ,グロース（内国株式）,サービス業,情報通信・サービスその他 ,0.0,0.0,0.0,0.0,6789095424.0,8168999936.0,0.51
6035.T,アイ・アールジャパンホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他 ,136.0,8.0,2.25,298.7,30144489472.0,6012000256.0,0.1
6036.T,ＫｅｅＰｅｒ技研,プライム（内国株式）,サービス業,情報通信・サービスその他 ,80.0,1.47,0.83,22.63,151951278080.0,16300000256.0,0.44
6037.T,ファーストロジック,スタンダード（内国株式）,サービス業,情報通信・サービスその他 ,28.0,2.78,0.0,16.3,10734471168.0,2020000000.0,0.16
6038.T,イード,グロース（内国株式）,サービス業,情報通信・サービスその他 ,24.0,3.11,0.0,0.0,3893566720.0,5912000000.0,0.09
6039.T,日本動物高度医療センター,グロース（内国株式）,サービス業,情報通信・サービスその他 ,40.0,2.23,0.0,0.0,4977845760.0,3872000000.0,0.12
6040.T,日本スキー場開発,グロース（内国株式）,サービス業,情報通信・サービスその他 ,14.0,1.42,0.0,11.9,15075501056.0,6797000192.0,0.16
6042.T,ニッキ,スタンダード（内国株式）,輸送用機器,自動車・輸送機 ,160.0,7.72,3.92,13.09,3988521472.0,8801999872.0,0.09
6044.T,三機サービス,スタンダード（内国株式）,サービス業,情報通信・サービスその他 ,31.0,2.5,2.07,22.81,7545460224.0,12869000192.0,0.12
6045.T,レントラックス,グロース（内国株式）,サービス業,情報通信・サービスその他 ,24.0,3.53,1.52,15.4,5302887936.0,3296000000.0,0.07
